loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
29.11618173432618,3.1473030442789702,1.0,3.0,73.75933302586265,347.1378282935058,0.0770539391144206,13.16946128228043,27.03713495389536,4508.096503048795,0.11558090867163089,250.45207520294662,24,0,2,0,12.589212177115881,13.55809086716309,45.495848247257506,28.263484778605147,5.2946060885579405,1
39.0470495446315,4.984316818456167,2.9843168184561666,4.984316818456167,85.97647522768425,429.78992378322033,0.08992158409228083,11.674077627201397,36.83035878688215,5015.866080114063,0.13992158409228084,278.6553813485078,32,1,1,0,13.992158409228082,17.984316818456165,55.97647522768425,30.0,7.97647522768425,1
35.810502712666775,3.6309217902291633,1.0,3.2618435804583266,83.96511166381259,417.8367548293323,0.10476312839083346,9.941667328186861,45.75804207528826,3982.362613770803,0.14214469258625018,221.2407270841123,24,1,5,0,10.630921790229163,20.536173146562547,47.79801672702088,36.16709493679171,6.261843580458327,1
61.32554961313339,6.447673425410418,1.0,6.0,154.37208110492503,809.5947985524692,0.06447673425410419,15.22854866685939,53.77056413363307,12252.45656973319,0.27238367127052093,680.6935238965953,49,3,5,0,13.343020276231254,24.9244076795146,98.58138740328334,55.79069370164167,11.895346850820836,1
11.0,1.0,1.0,1.0,24.0,91.38,0.22,4.5,20.31,411.19,0.03,22.84,6,0,0,0,7.0,7.0,15.0,9.0,1.0,1
17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15,0,0,0,9.0,6.0,21.0,11.0,7.0,1
29.23727779156496,1.9406805521087602,1.0,1.9406805521087602,56.41102082816314,253.3834779122203,0.11,9.328813611042175,27.1652544441687,2363.5178416066924,0.08,131.30775673278495,22,1,2,0,11.0,11.58897917183686,36.762722208435044,19.6482986197281,7.11863889578248,1
4.0,1.0,1.0,1.0,5.0,11.61,0.6288781400008089,1.6209466470564446,7.2707270094209955,18.815400038795886,0.0,1.0474058541161244,2,0,0,0,3.2418932941128893,1.7581067058871107,3.2418932941128893,1.7581067058871107,1.0,1
13.992757146143509,2.0,1.0,1.4993964288452926,18.498189286535876,68.45330036018275,0.1549939642884529,6.585199178481053,10.423666107748096,449.7296645137644,0.02,24.983316036478364,6,4,0,0,8.001207142309415,4.998792857690585,10.001207142309415,8.496982144226463,3.0,1
26.961139001794677,1.6796203327351078,1.0,1.6796203327351078,77.93176968521166,375.8149822482441,0.15922278003589355,6.429145748653993,62.75737526701343,2329.6123672544036,0.12922278003589355,129.42177659135675,21,0,2,0,8.359240665470216,19.563037338119138,48.36873234709252,29.563037338119138,2.3592406654702156,1
34.923760782026434,5.0,1.0,4.076239217973565,89.76239217973564,452.11545233026237,0.05,20.274205290343616,22.326392754590294,9161.468881772345,0.15076239217973564,508.96933996556476,28,0,2,0,17.771282346079307,15.076239217973564,55.304956871894255,34.457435307841386,9.0,1
22.87944277428162,1.0,1.0,1.0,36.72529618495211,150.54303996274675,0.21175888554856323,4.706027861285919,32.229721387140806,706.4071852817625,0.05,39.24302434686734,9,3,2,0,6.274703815047892,10.901184739808432,20.37351907523946,16.35177710971265,1.0,1
10.613930981767988,2.806965490883994,2.613930981767987,2.0,42.806965490884,198.71487125919364,0.13806965490883993,7.116706226928165,28.01780262314373,1411.4607308037096,0.06806965490883994,78.41531312875136,6,0,1,0,10.806965490883993,14.227861963535975,24.193034509116007,18.613930981767986,4.613930981767988,1
117.29072414711484,11.863016166376049,7.32268103677871,9.782345907181371,340.3865948161064,2158.119784944994,0.03459664870402661,28.349148416760467,76.51649489847412,61023.584637615015,0.7167731896322129,3390.200481729332,94,4,16,0,24.161340518389355,57.0,206.2496109824825,134.13698383362396,22.266367462349436,1
6.4534228579677055,1.0,1.0,1.0,11.18630856812918,29.822987593129017,0.3027946285219377,3.3400671434757787,9.177734053464036,98.06225748071572,0.01,5.44583622829098,4,0,0,0,4.4534228579677055,2.0,8.18630856812918,3.0,1.0,1
102.64212796243902,9.835919988952654,6.970287984533716,9.403103986743185,288.7623038762697,1684.314981038299,0.03567183997790531,26.53630177294749,64.87737818286313,44223.84598223858,0.5623902397569583,2456.878964275467,80,3,15,0,18.596896013256817,38.40310398674318,177.88115193813485,110.88115193813486,18.239023975695837,1
21.91220011471399,3.1755997705720205,1.2633996558580307,3.0,47.30729959850103,207.9488410286401,0.09043899942643005,10.622149062519124,19.60374166847657,2206.6619799350715,0.07043899942643006,122.58813166274086,14,1,1,0,11.91220011471399,9.131699827929015,31.0,16.307299598501036,5.351199541144041,1
1.3314995596403119,1.0,1.0,1.0,1.0,0.8342502201798441,0.8342502201798441,0.8342502201798441,0.8342502201798441,0.8342502201798441,0.8342502201798441,0.8342502201798441,1,0,0,0,1.0,0.8342502201798441,1.0,0.8342502201798441,1.0,1
122.95062625661491,15.336624916225674,4.663375083774327,12.227708193709454,338.6041265917122,2088.742112415471,0.03554458361258109,27.812358160199725,76.77682084444521,57497.5710151262,0.6965350033509731,3194.3093798217637,94,7,17,0,20.782166554967564,50.99012525132298,202.51495936655004,136.08916722516219,29.673249832451347,1
11.163258138368288,1.209185465407928,1.0,1.0,23.16325813836829,93.06072213832302,0.24535701742144506,4.142859651571099,23.099469403657782,379.95384600898416,0.02790814534592072,21.107603133898838,5,0,0,0,7.0,9.163258138368288,12.581629069184144,10.581629069184144,1.4183709308158556,1
48.649727372575825,6.099958057319357,1.2998741719580724,6.049979028659679,147.20075496825157,744.3025662196684,0.05950020971340321,15.603427229449085,47.88585001166996,11588.632234200104,0.24750104856701607,643.8116797243865,40,2,2,0,12.549769315256466,21.299874171958074,95.59974834391615,54.19991611463872,11.099958057319357,1
42.436496640518236,6.687299328103648,1.0,5.0,120.0912416012956,625.6817316575858,0.06687299328103648,14.742664095753838,43.302961173533056,9123.819549334432,0.21061897984310943,506.8757911024728,33,1,2,0,14.156350335948176,22.74919731241459,73.342044288881,46.74919731241459,12.374598656207295,1
87.43577587492348,10.0,5.981192529164116,6.0,197.58623564161056,1119.865807402181,0.05981192529164116,17.89977571680113,62.64378650236836,20031.8334676374,0.3690596264582058,1112.8757690992675,65,6,10,0,16.0,34.83073276247704,119.73669540829762,77.84954023331292,19.0,1
71.31200070786306,7.586285747993479,1.4137142520065211,6.0,195.55314346388263,1058.7478092000056,0.05793142873996739,17.897097081171935,59.864286072430716,18822.544358802385,0.3555200011797718,1045.6998973938114,51,6,10,0,14.413714252006521,28.172571495986958,125.79428621990218,69.75885724398043,14.172571495986958,1
11.561354765114,1.0,1.0,1.0,22.438645234886,78.50792728404346,0.3146215078295333,3.2086414850148737,24.901867659444868,250.4133200954016,0.03,13.908693302913786,6,0,2,0,5.0,6.292430156590666,14.438645234886,8.0,1.0,1
17.565473997292045,1.0,1.0,1.0,35.03209147873182,138.9053448904141,0.19,5.237901143484148,26.516565842741738,727.6271781582851,0.04758022869682955,40.4223164881169,8,4,0,0,7.2419771303170455,8.483954260634091,22.79011434841477,12.241977130317045,1.0,1
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,1
24.166182748987712,3.5907771133602853,1.0,2.1969257044534283,74.77233134008085,342.8891545623471,0.06393851408906856,15.548175918259151,22.451139196396607,5285.547357809473,0.11590777113360286,293.6377318528745,18,0,1,0,12.393851408906857,11.772331340080855,46.19692570445343,28.575405635627426,6.1815542267205705,1
43.95142981036183,3.1457105689145033,1.194280758552671,3.0971403792763352,125.44575393157864,599.2606890033379,0.05951429810361832,16.140853549950688,37.21495625001141,9659.86819544986,0.19854289431085498,536.6558600543503,37,1,2,0,12.437131706743509,15.242850948190839,85.6400346901313,39.80571924144733,5.291421137829007,1
64.9792771758638,6.010361412068098,1.0310842362042933,6.005180706034049,138.86530164311472,712.4127114519174,0.05994819293965951,16.263728870990228,43.818608633496524,11585.02579157821,0.23979277175863803,643.6086579658482,51,2,6,0,13.05180706034049,22.025903530170247,84.11915623878312,55.01554211810215,11.010361412068098,1
7.7117228057460485,2.7117228057460485,1.0,2.7117228057460485,14.441385971269757,43.21397585417452,0.2259449474828556,4.567584208619073,10.119350959803644,190.20582880600588,0.012882771942539513,10.569533019438389,5,0,0,0,5.576554388507903,2.2882771942539515,10.729663165523707,3.7117228057460485,4.423445611492097,1
25.90571865895911,1.981143731791822,1.0,1.981143731791822,68.15085014566543,320.49229714515997,0.14037712536416358,7.132086545202231,44.98794757123821,2284.048336775767,0.11018856268208178,126.89001235569933,20,0,2,0,8.981143731791821,17.056568804624533,41.075425072832715,27.07542507283271,2.962287463583644,1
17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15,0,0,0,9.0,6.0,21.0,11.0,7.0,1
4.0,1.0,1.0,1.0,6.740458216823909,18.575497017650985,0.34816792482232634,2.8702291084119547,6.459160375888368,53.712446815506496,0.01,2.9867177850110176,2,0,0,0,5.740458216823909,1.0,5.740458216823909,1.0,1.0,1
11.941028800340654,1.0,1.0,1.0,23.378024686006274,90.46719462752327,0.25504032914675034,4.011285186228776,23.470152252046617,355.4513407405802,0.03,19.745630041143343,7,1,1,0,7.43699588566562,7.126008228668758,15.815020571671896,7.56300411433438,1.0,1
54.90946409856064,6.0,1.0,6.0,144.93560935378787,735.9051945430363,0.06,15.763280032989396,46.75283492723332,11592.043939086954,0.24593560935378786,644.0002009518735,45,2,4,0,12.406439064621214,21.406439064621214,90.52917028916664,54.40643906462122,11.0,1
18.41534750378388,2.1461631240540298,1.219244686081045,2.1461631240540298,37.07308156202701,162.6449694710662,0.1,9.75219244686081,16.679500603063513,1586.0873680867955,0.05,88.11623624319188,16,0,0,0,12.85383687594597,8.073081562027015,24.780755313918956,12.29232624810806,5.14616312405403,1
32.28719429535855,5.377656735382754,3.0,4.755313470765508,111.48937305846898,595.2396272028694,0.05622343264617246,17.71563494775165,33.66362917256181,10535.779598460807,0.19622343264617248,585.3180273439663,26,0,3,0,19.244686529234492,21.244686529234492,72.35640285232073,39.132970206148265,9.755313470765508,1
77.6235567352459,7.056466489713117,1.0752886529508219,6.0,212.3035799602049,1185.07232863317,0.05981177836762294,17.782088885200412,66.75464336431187,21051.155814233898,0.3984942269409836,1169.5096942601374,65,4,5,0,14.03764432647541,33.84942269409836,126.60473457200818,85.69884538819672,13.112932979426233,1
55.80989235021627,3.380215299567455,1.0,3.0,148.4791388017302,768.6904038487959,0.07,14.120417223965397,54.45080419169248,10852.268353051722,0.26,602.9018370581219,43,3,4,0,12.380215299567455,23.950538248918637,93.90881585237899,54.57032294935118,5.76043059913491,1
60.11107325567425,5.585190232576767,1.0,4.792595116288384,188.15563883751665,1079.8777505651506,0.057925951162883835,16.37843339065688,67.18599886073429,17508.58677636812,0.3613335604659545,972.7000102209679,49,1,7,0,16.792595116288382,36.5111413954606,117.98525837236312,70.17038046515353,9.37778534886515,1
50.03933980527256,12.815797587559238,9.171089144016575,10.09210120622038,234.96035186747636,1334.4954869258559,0.03,36.172928084868474,37.30320123529327,48040.956158418434,0.44105214474644566,2668.9443333579197,42,0,5,0,22.0,29.197315680864946,139.76303618661143,95.19731568086495,24.631595175118477,1
62.6488382276853,4.0,1.0,3.943701592820221,136.42364459896618,732.9264832579315,0.08887403185640441,11.06489807123204,66.91172329228786,8065.4306247362465,0.24605911149741544,448.0820692684342,44,11,4,0,11.11259681435956,30.26812070666287,76.49331433538198,59.930330263584196,7.0,1
7.039864395594552,1.0797287911891056,1.0,1.0797287911891056,13.960135604405448,49.64425642431057,0.32481762857270813,3.0797287911891056,16.354078749543365,151.84207286342217,0.019601356044054472,8.430958624158304,4,0,0,0,5.960135604405448,5.840542417621789,8.039864395594552,5.920271208810894,1.1594575823782112,1
165.4677626308663,22.30686325150675,10.650217471050304,15.478540361278528,493.27245117187005,3181.53810578548,0.02478540361278528,36.45487622491702,92.90595916332714,112003.29781264949,1.0605577589625523,6222.403767369416,128,10,20,1,24.171677109771775,62.69956505789939,304.1737559981718,189.0986951736982,43.6137265030135,1
4.022692092008496,1.0,1.0,1.0,7.022692092008496,19.748710600236958,0.3984115535594053,2.511346046004248,7.86317689288119,49.64896814423432,0.01,2.7588189568507904,0,0,0,0,5.022692092008496,2.0,5.022692092008496,2.0,1.0,1
31.573102071344387,4.0,1.0,3.757310207134439,65.60234289988215,289.30328460183387,0.06,16.268596076870274,17.850205685039523,4696.143905754396,0.0975731020713444,260.89804349884736,19,0,10,0,12.213448964327807,9.485379585731122,40.08772248561327,25.514620414268876,7.0,1
17.35331425505215,2.161671436236962,1.0,2.161671436236962,34.455042926132656,141.3753265873814,0.1080835718118481,9.440616830620112,15.764108978718214,1307.428429118214,0.04323342872473924,72.63157939545633,11,0,2,0,10.0,7.131700053658733,21.64668574494785,12.80835718118481,3.3233428724739236,1
71.43219339898586,10.04619978706406,6.38450053233985,6.569299680596091,260.833089246735,1582.3302370199337,0.0352309989353203,28.581549375566176,60.992222689377655,43074.07845200563,0.5250819765770466,2393.005332944107,57,0,10,0,23.245901171147672,42.98509776417263,154.5856949960054,106.24739425072963,19.09239957412812,1
10.563337649255992,2.0,1.0,1.718331175372004,20.535019421651963,77.43888223270106,0.1681668824627996,6.211327291041611,14.025270148153611,455.0365088188566,0.025633376492559923,25.275901424254478,8,0,0,0,7.718331175372004,5.690012947767976,12.126675298511984,8.40834412313998,3.0,1
2.5053193683618336,1.0,1.0,1.0,1.0,0.24734031581908333,0.24734031581908333,0.24734031581908333,0.24734031581908333,0.24734031581908333,0.24734031581908333,0.24734031581908333,1,0,0,0,1.0,0.24734031581908333,1.0,0.24734031581908333,1.0,1
172.14030105711328,16.718769632902227,9.124921468391099,14.078154449353338,437.71876963290225,2874.909807500411,0.03,35.375360993268494,81.73813861696533,101547.59731836602,0.9556246073419555,5641.531673926094,130,18,20,0,27.281230367097773,68.17168848742887,262.7501570632178,174.9686125696844,32.078154449353335,1
22.33339952095338,1.0,1.0,1.0,69.0,331.71,0.18,5.6,59.23,1857.56,0.11,103.2,13,0,0,0,8.0,20.0,41.0,28.0,1.0,1
42.60319590093705,5.0,1.0,4.837300256191434,133.623086421854,725.2383553816795,0.05488099231425698,18.791538713920694,40.587197485903545,13338.911750743007,0.23789697181894226,741.0480690418474,31,0,9,0,17.18650128095717,25.62699743808566,78.01989052091693,55.60319590093705,9.0,1
11.434914687547243,1.0,1.0,1.0,22.0,81.28113563493673,0.3130474406264173,3.1864781531094097,25.65694546905708,258.1739704286121,0.03,14.342250518777401,5,0,1,0,5.434914687547244,7.739658750188974,13.130170624905512,8.869829375094488,1.0,1
66.0622996854438,7.228373089021392,2.1418654451069616,7.228373089021392,141.7716269109786,777.5425667244448,0.07,14.674809541365134,52.990589173797275,11409.807937075957,0.26,633.8807600618113,43,8,10,0,16.0,28.771626910978608,89.0,52.77162691097861,13.456746178042785,1
72.0552167732029,13.501104335464058,5.490060980823477,12.004417341856232,252.04638208949044,1455.1787633073022,0.03,33.517479475489765,44.32990012506232,48257.22249262085,0.4851214769010464,2680.9587489765277,64,1,5,0,21.498895664535944,33.01104335464058,150.52981705752956,101.51656503196087,26.002208670928116,1
587.3327556168394,86.4916690954035,33.6732158470451,60.80635013158228,1872.7833964804906,13961.498084605706,0.02,63.81822531373754,218.41083731753795,892975.499041861,4.6542958055104835,49609.745583013064,440,39,91,5,25.963690649671676,149.06806000823974,1139.2782114968434,733.5051849836473,171.983338190807,1
8.027115407237876,1.9909615309207078,1.0,1.0,17.063269283555044,63.167325214687445,0.15063269283555045,6.729663444571592,9.419332775181422,424.5085229755743,0.020090384690792922,23.583221148190532,6,0,0,0,8.981923061841416,4.0271154072378765,11.036153876317169,6.0271154072378765,2.9819230618414156,1
89.85941312059975,13.856234751760098,9.42811737588005,11.927322783670133,221.35544015955017,1254.805191261548,0.03,30.015135080675687,41.818435212764015,37668.03419564761,0.42,2092.667812519676,66,8,10,1,21.21485328014994,30.429706560299877,135.63979228719032,85.71564787235985,26.712469503520197,1
74.84514828920545,10.516641520977526,6.704776273727128,9.442835589409308,251.42835589409307,1454.9575601015515,0.020738059315682178,39.43755556493696,37.27193561999975,57100.60447992686,0.48180894905091487,3172.2543427901905,60,0,12,0,24.852388136863564,30.25470083665971,156.06656608391012,95.36178981018298,20.033283041955052,1
18.341171526342258,1.0,1.0,1.0,12.39926254277474,43.20621115090579,0.8162425203625204,1.305809101643248,37.44337129019081,51.571752436506586,0.017713232203963914,2.866477666152788,9,0,1,0,2.4573535592072178,8.39926254277474,3.228676779603609,9.170585763171129,1.0,1
7.290726800154816,1.0,1.0,1.0,5.096908933384938,11.01649956680858,0.9113199653446865,1.2257727666537654,11.304497323836632,12.069470899114378,0.0036563631112831287,0.6736563631112832,4,0,0,0,2.2687273777433745,2.0969089333849387,2.2687273777433745,2.828181555641564,1.0,1
33.78055845682691,2.666227612079962,1.8883034827732823,2.444151741386641,88.66754477584007,440.96101946414296,0.07777924129306679,13.259828768711184,33.32508692765632,5842.250901228515,0.1477792412930668,324.56721023685236,24,3,4,0,13.44415174138664,18.0,53.11169651722672,35.55584825861336,4.332455224159924,1
14.321669989659549,1.3216699896595485,1.0,1.3216699896595485,29.321669989659547,122.79569396319583,0.18321669989659548,5.507765403929372,22.366330058327982,674.8181831412819,0.04,37.48712128562677,7,1,1,0,9.0,9.286679958638194,18.034990031021355,11.286679958638194,1.6433399793190973,1
11.911747462391096,3.151957910398516,1.303915820797032,2.151957910398516,34.0,149.2464174395752,0.13848042089601487,7.277498534303243,20.53878436733309,1085.2072300707512,0.05,60.2913793314595,9,0,0,0,11.544126268804451,9.544126268804451,22.0,12.0,5.303915820797032,1
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,1
141.9506079495547,14.0,6.190798554626421,10.286197831939631,360.851823848664,2238.1598372658573,0.03904600722686789,25.399161354966353,88.38017416466107,56765.841588045616,0.7433220505880752,3153.6571258886124,105,13,19,0,19.190798554626422,54.42760433612074,216.90121589910936,143.9506079495547,26.90460072268679,1
49.140767664217066,4.428702020986433,1.8574040419728672,4.0,105.42870202098644,541.7255391822866,0.07,13.98,38.757029241741805,7571.315985470396,0.18,420.63017357832035,40,1,2,0,14.142595958027133,21.142595958027133,63.571297979013565,41.85740404197287,7.857404041972867,1
64.88332094541894,6.029169763645265,1.0,4.970830236354735,155.3208674000979,804.7111495844832,0.05029169763645265,19.626739036695763,41.08729961359713,15780.050175852495,0.2711667905458106,876.6650421804316,53,3,5,0,14.0,22.291697636452646,92.97083023635473,62.350037163743174,11.05833952729053,1
4.961780293206018,1.0,1.0,1.0,7.0,19.65,0.44808901466030093,2.2595549266984953,8.807353588807928,44.402849858892424,0.01,2.465510419368345,1,0,0,0,4.519109853396991,2.480890146603009,4.519109853396991,2.480890146603009,1.0,1
128.87829941494658,16.33756598829893,10.675131976597864,14.012697964896796,334.0,1996.3863775535667,0.03,34.096274793438575,58.596667136858365,68082.0966890622,0.6633756598829893,3782.338336929004,101,11,11,0,21.012697964896795,42.0,197.3756598829893,136.6243401170107,31.675131976597864,1
34.81497376401848,6.644492129205545,2.7629947528036967,5.762994752803697,75.71101574158891,367.4480377196484,0.07118502623598152,13.23565569729903,27.869787799067936,4854.314611423501,0.12237005247196303,269.6855484065865,31,0,1,0,13.237005247196302,15.71101574158891,44.47401049439261,31.237005247196304,12.28898425841109,1
134.04456689381587,15.444424694545829,7.444424694545829,11.444424694545829,359.37784097745333,2244.6488798470723,0.04,24.96333451832725,89.92644886842173,56032.552989701166,0.7471111506109084,3112.9186599194754,101,10,17,2,19.288884938909167,56.733309633454994,212.64453134399835,146.733309633455,29.888849389091657,1
59.60216337449784,8.204326748995687,5.795673251004314,5.0,120.34375226305607,634.9394005618806,0.05397836625502157,20.224578901294453,32.3426937281952,12657.941648931408,0.20989183127510785,703.2194345556317,40,11,4,0,17.80649012349353,20.784856378515098,73.5697127570302,46.774039506025886,15.408653497991372,1
3.9195310246560497,1.0,1.0,1.0,4.0,8.0,0.6965547618635036,1.4597655123280249,5.544852164168347,11.678124098624199,0.0,0.6514921356708915,2,0,0,0,2.9195310246560497,1.0804689753439503,2.9195310246560497,1.0804689753439503,1.0,1
98.30352430596662,16.97976504626889,3.0202349537311077,14.966275077114819,307.38446412089104,1877.9162794633926,0.03006744984577036,31.20818109562238,60.21396833360957,58590.20443026727,0.6308093981492443,3255.0124533593275,82,0,14,0,22.973020061691855,46.06070486119332,182.24956442935033,125.13489969154072,32.95953009253778,1
90.92212882410522,8.44911298995616,3.0898225979912315,8.44911298995616,202.50597571104822,1118.8188608150401,0.06955088701004385,15.355838468869429,72.84361810916819,17183.473945042817,0.36955088701004385,954.6389084521609,74,4,3,0,12.179645195982463,33.865266103013155,116.71858078392985,85.78739492711837,15.898225979912317,1
8.955968306018432,1.238992076504608,1.0,1.0,26.23899207650461,107.24747759290385,0.25522015846990787,3.9336472267766127,27.28453045901392,422.1516092787905,0.04,23.451756071043917,4,0,1,0,7.0,10.0,15.0,11.238992076504609,1.477984153009216,1
1.7434481328046865,1.0,1.0,1.0,1.0,0.6282759335976568,0.6282759335976568,0.6282759335976568,0.6282759335976568,0.6282759335976568,0.6282759335976568,0.6282759335976568,1,0,0,0,1.0,0.6282759335976568,1.0,0.6282759335976568,1.0,1
72.1131272065578,7.39245818622948,3.35474911737688,6.39245818622948,205.54329446163987,1162.9049941726707,0.056075418137705196,18.302611861206515,63.72851879745598,21255.062472124024,0.3882262544131156,1180.8387872473043,59,3,7,0,15.569832744917921,35.17737455868844,122.29050176524623,83.25279269639364,13.78491637245896,1
38.24573502665298,2.491470053305955,1.0,2.491470053305955,89.50852994669404,440.2698693415125,0.07754264973347023,13.10566606146078,33.60948457510513,5768.52398917542,0.14754264973347023,320.4718693320862,28,3,4,0,13.0,17.262794920041067,54.73720507995893,34.771324866735114,3.9829401066119092,1
56.42898502501786,7.7552792964362265,7.673705728581634,7.673705728581634,156.90020442152553,772.102883433728,0.07836852864290818,13.349797337741249,58.25477694337789,10267.536083003983,0.25592132160727044,570.4146917518125,44,3,5,0,9.489441407127547,20.91842643214541,97.28695507505358,59.613249346471946,14.510558592872453,1
104.59550113062488,9.049071405497452,6.901857189005097,6.950928594502549,177.90185718900509,1046.406069505171,0.05,19.742744956390183,53.03676593210406,20653.610087301047,0.34852785783507645,1147.4205331437215,69,10,19,1,20.75464297251274,38.36207172853313,105.04907140549746,72.85278578350764,17.098142810994904,1
42.19929051134123,5.577122586038321,1.8457548279233584,4.577122586038321,164.5528261947591,940.8538451529405,0.051542451720766415,19.500021755054803,53.727638957762764,17295.869022002284,0.31656838790574815,960.8832790001269,34,1,5,0,20.383019311693435,31.388206548689773,105.81627119964779,58.736554995111305,9.577122586038321,1
37.21409043370453,4.928636522098492,4.214394203497486,4.928636522098492,92.4992405755176,462.89639425255757,0.07071363477901509,14.497251780311474,33.97586985198795,6519.1267911713985,0.15142726955803018,362.17375043577084,29,1,4,0,16.143030725595978,16.142726955803017,62.428180867409054,30.07105970810855,8.857273044196983,1
12.849803656564884,1.2124509141412207,1.0,1.2124509141412207,34.512843601011454,134.8394674982376,0.18150196343435115,5.592045971767366,24.608129111769664,746.5814847035784,0.04787549085858779,41.47464495626222,9,0,0,0,7.212450914141221,7.787549085858779,22.512843601011454,12.0,1.4249018282824415,1
17.4939917004262,3.0,1.0,1.5020027665246005,30.2469958502131,123.01776965221156,0.134979972334754,7.4386916460821375,16.660694051972108,912.1707890771601,0.04,50.67407217172181,13,0,2,0,10.0,6.748998616737699,20.2469958502131,10.0,4.251001383262301,1
255.3833312975083,27.92333374049834,14.512592230668142,18.82037014416759,573.3077779134994,3732.064140801363,0.024359259711664822,41.0214776814154,91.03244466159911,153104.9717681464,1.24,8505.831565308295,185,27,36,2,24.692222086500554,66.43592597116648,352.02518446133627,221.28259345216316,54.84666748099668,1
7.717156923049746,1.641421538475127,1.0,1.641421538475127,11.717156923049746,39.07612535368676,0.2258578461524873,4.622487692331472,9.035304122986153,175.90994547719404,0.013585784615248732,9.771977907707392,5,0,0,0,7.0,3.0757353845746196,8.0,3.717156923049746,2.282843076950254,1
8.030106778876371,1.0,1.0,1.0,14.343368926292124,52.01672268787409,0.3540358248404487,2.828315536853938,18.60822802681792,146.51824666975293,0.02,8.136810197910119,5,0,0,0,5.656631073707876,6.686737852584248,7.656631073707876,6.686737852584248,1.0,1
65.13515868995326,14.682792390254548,9.40398912893507,11.961595651574028,238.74114238335588,1375.7006203879314,0.04240398912893507,24.358489207240105,57.441922778577464,33240.26296157359,0.45644388041828576,1846.6851858676155,49,3,10,0,18.278803261319478,35.96159565157403,143.05834999310133,95.68279239025455,28.365584780509096,1
17.0,4.0,3.0,3.0,32.0,125.02,0.12,8.25,15.15,1031.42,0.04,57.3,15,0,0,0,9.0,6.0,21.0,11.0,7.0,1
11.591195433377186,1.0,1.0,1.0,18.163521826649127,67.55270333063221,0.2132704365329825,4.615220188072543,14.700062404087202,310.979811161785,0.02081760913324563,17.27735848219921,5,0,1,0,7.081760913324563,6.081760913324563,10.245282739973689,7.918239086675437,1.0,1
13.832466293091665,1.0,1.0,1.0,21.898196317050463,77.10054983509899,0.3,3.33,23.127266754212645,256.99149343805345,0.03,14.274264666138661,7,0,2,0,5.0,6.610822097697222,13.083766853454168,8.814429463596294,1.0,1
54.321727017686314,5.976168369060273,3.4702104613253417,4.494042092265069,145.20256886298768,798.4230392998268,0.05505957907734932,17.787057412723172,46.45132157147258,13960.41597029062,0.26541705354144524,775.577534045342,34,8,10,0,16.482126276795206,28.541705354144522,84.14298978563836,61.05957907734932,10.952336738120547,1
4.441705565926018,1.0,1.0,1.0,6.220852782963009,16.424330521466857,0.42208527829630094,2.3895736085184955,7.001695602155722,38.8870519749704,0.01,2.15662558348889,2,0,0,0,4.779147217036991,1.4417055659260178,4.779147217036991,1.4417055659260178,1.0,1
47.038929963325664,6.0,1.0,6.0,149.0,745.2573270575826,0.06,16.170023928239235,46.09627879987907,12050.59936353449,0.25,669.477699163068,41,2,1,0,12.0,20.038929963325668,95.0,54.0,11.0,1
110.5127903682399,18.0,13.639811817085736,15.036018818291426,400.440752731657,2559.1903646699907,0.020360188182914265,42.11637018413881,60.8043869485946,107752.5890810908,0.8528815054633141,5986.253262272368,93,1,12,0,27.927962363417148,56.0,231.54880918653134,168.8919435451257,34.963981181708576,1
63.13276202370396,6.350443544211655,1.3504435442116547,5.5256653163174825,197.97877012579906,1141.4679390052186,0.061752217721058274,15.417433468368252,74.0368344655975,17599.70646139267,0.3817522177210583,977.7628447077504,52,2,4,0,16.123891139470864,38.47433468368252,123.47433468368251,74.50443544211655,10.876108860529136,1
7.866770354506,1.1332296454939996,1.0,1.1332296454939996,13.600311063518001,48.14892183103192,0.31134784963084006,3.2997667023614996,15.385712876965542,154.89863118210005,0.018667703545060005,8.601145658344139,4,0,0,0,6.133229645494,5.4670814180240015,8.0,5.600311063518001,1.2664592909879995,1
17.740170048183785,1.0,1.0,1.0,25.587606280114866,102.28517541971807,0.37892733816252705,2.684230869579324,39.71327515422056,267.8538695938935,0.03717521256022974,14.87927338162527,12,1,0,0,4.282478743977027,11.740170048183787,11.129914975908108,14.45769130420676,1.0,1
62.25688755862944,4.950459170575296,1.0,4.0,158.6128567761083,864.554008856602,0.05950459170575295,16.77460362552403,51.77584362528019,14464.60596817306,0.2870275502345177,803.5878565369054,49,0,9,0,14.198163317698818,29.504591705752958,88.85137751172589,69.76147926438239,8.900918341150591,1
